slice_file_name,FSID,Maximum_Amplitude,Minimum_Amplitude,Start Time in original File(Sec),End Time in orignal File(Sec),Class ID,fold,class,Location on drive
Ball_Bounce_On_Ground.wav016_user.wav,211213,0.660799921,-0.737848878,[[64.701678]],[[65.00163265]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav016_user.wav
Ball_Bounce_On_Ground.wav017_user.wav,211213,0.609765708,-0.73137325,[[65.8492517]],[[66.14920635]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav017_user.wav
Ball_Bounce_On_Ground.wav018_user.wav,211213,1.337635517,-1.287501812,[[70.21405896]],[[70.51401361]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav018_user.wav
Ball_Bounce_On_Ground.wav019_user.wav,211213,0.753742456,-0.709789395,[[77.22539683]],[[77.52535147]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav019_user.wav
Ball_Bounce_On_Ground.wav020_user.wav,211213,0.500775754,-0.64779222,[[79.61628118]],[[79.91623583]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav020_user.wav
Ball_Bounce_On_Ground.wav021_user.wav,211213,0.550827086,-0.624541819,[[84.34557823]],[[84.64553288]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav021_user.wav
Ball_Bounce_On_Ground.wav022_user.wav,211213,0.84379214,-0.867867887,[[86.81705215]],[[87.1170068]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav022_user.wav
Ball_Bounce_On_Ground.wav023_user.wav,211213,0.613792598,-0.6768291,[[88.07746032]],[[88.37741497]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav023_user.wav
Ball_Bounce_On_Ground.wav024_user.wav,211213,0.658831298,-0.649212241,[[89.36240363]],[[89.66235828]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav024_user.wav
Ball_Bounce_On_Ground.wav025_user.wav,211213,0.687592089,-0.610623717,[[91.7661678]],[[92.06612245]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav025_user.wav
Ball_Bounce_On_Ground.wav026_user.wav,211213,0.508091986,-0.565920174,[[92.97020408]],[[93.27015873]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav026_user.wav
Ball_Bounce_On_Ground.wav027_user.wav,211213,0.65849936,-0.758017302,[[95.42852608]],[[95.72848073]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav027_user.wav
Ball_Bounce_On_Ground.wav028_user.wav,211213,0.599541605,-0.60243541,[[100.15197279]],[[100.45192744 477.42399093]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav028_user.wav
Ball_Bounce_On_Ground.wav029_user.wav,211213,0.502442181,-0.556303501,[[101.22657596]],[[101.52653061]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav029_user.wav
Ball_Bounce_On_Ground.wav030_user.wav,211213,0.746000886,-0.774920642,[[104.97959184 195.97591837]],[[105.27954649]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav030_user.wav
Ball_Bounce_On_Ground.wav031_user.wav,211213,0.636117458,-0.664964616,[[109.08249433]],[[109.38244898]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav031_user.wav
Ball_Bounce_On_Ground.wav032_user.wav,211213,0.507863998,-0.630830884,[[118.28888889]],[[118.58884354]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav032_user.wav
Ball_Bounce_On_Ground.wav033_user.wav,211213,0.506866992,-0.714158118,[[124.42321995]],[[124.7231746]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav033_user.wav
Ball_Bounce_On_Ground.wav034_user.wav,211213,0.678786814,-0.716892779,[[133.70421769 325.21505669]],[[134.00417234]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav034_user.wav
Ball_Bounce_On_Ground.wav035_user.wav,211213,0.533034563,-0.725213587,[[136.96965986]],[[137.26961451]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav035_user.wav
Ball_Bounce_On_Ground.wav036_user.wav,211213,0.596621633,-0.480613679,[[139.08303855]],[[139.3829932  530.58507937]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav036_user.wav
Ball_Bounce_On_Ground.wav037_user.wav,211213,0.684447825,-0.650522053,[[141.42630385]],[[141.7262585  182.91664399]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav037_user.wav
Ball_Bounce_On_Ground.wav038_user.wav,211213,0.559350133,-0.557444334,[[142.56199546]],[[142.86195011]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav038_user.wav
Ball_Bounce_On_Ground.wav039_user.wav,211213,0.571085453,-0.438973099,[[143.778322]],[[144.07827664]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav039_user.wav
Ball_Bounce_On_Ground.wav040_user.wav,211213,0.724878371,-0.417027533,[[144.15664399]],[[144.45659864]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav040_user.wav
Ball_Bounce_On_Ground.wav041_user.wav,211213,0.540990829,-0.644608259,[[144.92090703]],[[145.22086168]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav041_user.wav
Ball_Bounce_On_Ground.wav042_user.wav,211213,0.60112083,-0.760383785,[[146.02394558]],[[146.32390023]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav042_user.wav
Ball_Bounce_On_Ground.wav043_user.wav,211213,0.630483627,-0.719076812,[[148.35795918]],[[148.65791383]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav043_user.wav
Ball_Bounce_On_Ground.wav044_user.wav,211213,0.506906509,-0.587686181,[[150.52920635]],[[150.829161]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav044_user.wav
Ball_Bounce_On_Ground.wav045_user.wav,211213,0.64276576,-0.62547648,[[151.59002268]],[[151.88997732]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav045_user.wav
Ball_Bounce_On_Ground.wav046_user.wav,211213,0.642468274,-0.605412006,[[153.83002268 308.27147392]],[[154.12997732]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav046_user.wav
Ball_Bounce_On_Ground.wav047_user.wav,211213,0.585399866,-0.682996929,[[157.03151927]],[[157.33147392 432.24743764]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav047_user.wav
Ball_Bounce_On_Ground.wav048_user.wav,211213,0.830967009,-0.819514036,[[159.02063492]],[[159.32058957]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav048_user.wav
Ball_Bounce_On_Ground.wav049_user.wav,211213,0.605061233,-0.712621152,[[160.19723356]],[[160.49718821]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav049_user.wav
Ball_Bounce_On_Ground.wav050_user.wav,211213,0.613336086,-0.973717988,[[162.11950113]],[[162.41945578]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav050_user.wav
Ball_Bounce_On_Ground.wav051_user.wav,211213,0.512692392,-0.698305309,[[163.87904762]],[[164.17900227 485.44897959]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav051_user.wav
Ball_Bounce_On_Ground.wav052_user.wav,211213,0.625988841,-0.754756629,[[166.99673469 297.22770975]],[[167.29668934]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav052_user.wav
Ball_Bounce_On_Ground.wav053_user.wav,211213,0.669279516,-0.740970731,[[168.94340136]],[[169.24335601]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav053_user.wav
Ball_Bounce_On_Ground.wav054_user.wav,211213,0.582918167,-0.921977043,[[171.93306122]],[[172.23301587]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav054_user.wav
Ball_Bounce_On_Ground.wav055_user.wav,211213,0.92101413,-0.712361395,[[173.7968254]],[[174.09678005]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav055_user.wav
Ball_Bounce_On_Ground.wav056_user.wav,211213,0.547435582,-0.673810244,[[ 61.21460317 118.92462585 178.49764172]],[[178.79759637 480.85664399]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav056_user.wav
Ball_Bounce_On_Ground.wav057_user.wav,211213,0.719942689,-0.41225785,[[181.97056689]],[[182.27052154]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav057_user.wav
Ball_Bounce_On_Ground.wav058_user.wav,211213,0.6751526,-0.610830724,[[198.04081633]],[[198.34077098]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav058_user.wav
Ball_Bounce_On_Ground.wav059_user.wav,211213,0.564007938,-0.449657559,[[198.92217687]],[[199.22213152]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav059_user.wav
Ball_Bounce_On_Ground.wav060_user.wav,211213,0.751366854,-0.882188261,[[153.59564626 199.26321995]],[[199.5631746]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav060_user.wav
Ball_Bounce_On_Ground.wav061_user.wav,211213,0.554930866,-0.616320252,[[199.61931973]],[[199.91927438]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav061_user.wav
Ball_Bounce_On_Ground.wav062_user.wav,211213,0.507721722,-0.603083014,[[ 25.68507937 207.99873016]],[[208.29868481]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav062_user.wav
Ball_Bounce_On_Ground.wav063_user.wav,211213,0.541675031,-0.766302109,[[212.82353741]],[[172.03569161 213.12349206 304.88888889]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav063_user.wav
Ball_Bounce_On_Ground.wav064_user.wav,211213,0.57257247,-0.690541685,[[217.74027211]],[[218.04022676]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav064_user.wav
Ball_Bounce_On_Ground.wav065_user.wav,211213,0.522851646,-0.698652923,[[227.35015873]],[[227.65011338]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav065_user.wav
Ball_Bounce_On_Ground.wav066_user.wav,211213,0.598254919,-0.75771904,[[232.39120181]],[[232.69115646 307.24068027]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav066_user.wav
Ball_Bounce_On_Ground.wav067_user.wav,211213,0.507370293,-0.886930466,[[242.55764172]],[[242.85759637]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav067_user.wav
Ball_Bounce_On_Ground.wav068_user.wav,211213,0.526236117,-0.67265749,[[247.69977324]],[[247.99972789]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav068_user.wav
Ball_Bounce_On_Ground.wav069_user.wav,211213,0.717163682,-0.77454108,[[257.73623583]],[[258.03619048]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav069_user.wav
Ball_Bounce_On_Ground.wav070_user.wav,211213,0.539136231,-0.735002697,[[262.63727891]],[[262.93723356]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav070_user.wav
Ball_Bounce_On_Ground.wav071_user.wav,211213,0.774873614,-0.985836089,[[267.56829932]],[[267.86825397]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav071_user.wav
Ball_Bounce_On_Ground.wav072_user.wav,211213,0.693263471,-0.917519212,[[120.05301587 272.83736961]],[[273.13732426]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav072_user.wav
Ball_Bounce_On_Ground.wav073_user.wav,211213,0.531312943,-0.765318215,[[277.77201814]],[[278.07197279]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav073_user.wav
Ball_Bounce_On_Ground.wav074_user.wav,211213,0.512880266,-0.827474892,[[282.77437642]],[[283.07433107]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav074_user.wav
Ball_Bounce_On_Ground.wav075_user.wav,211213,0.50108546,-0.655624986,[[287.82816327]],[[288.12811791]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav075_user.wav
Ball_Bounce_On_Ground.wav076_user.wav,211213,0.608237088,-0.863100469,[[293.62385488 469.79414966]],[[293.92380952]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav076_user.wav
Ball_Bounce_On_Ground.wav077_user.wav,211213,0.558465421,-0.777409434,[[294.85170068]],[[295.15165533]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav077_user.wav
Ball_Bounce_On_Ground.wav078_user.wav,211213,0.626823664,-0.917604148,[[298.63360544]],[[298.93356009]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav078_user.wav
Ball_Bounce_On_Ground.wav079_user.wav,211213,0.677351832,-0.933649957,[[308.89097506]],[[309.19092971]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav079_user.wav
Ball_Bounce_On_Ground.wav080_user.wav,211213,0.619122863,-0.38987717,[[322.07768707]],[[322.37764172]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav080_user.wav
Ball_Bounce_On_Ground.wav081_user.wav,211213,0.678438723,-0.877828717,[[329.30752834]],[[329.60748299]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav081_user.wav
Ball_Bounce_On_Ground.wav082_user.wav,211213,0.528470039,-0.708510339,[[334.69124717]],[[334.99120181]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav082_user.wav
Ball_Bounce_On_Ground.wav083_user.wav,211213,0.531191826,-0.722241223,[[339.74965986]],[[340.04961451]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav083_user.wav
Ball_Bounce_On_Ground.wav084_user.wav,211213,0.5793944,-0.812053263,[[341.0278458]],[[341.32780045]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav084_user.wav
Ball_Bounce_On_Ground.wav085_user.wav,211213,0.561038375,-0.656458199,[[345.0044898]],[[345.30444444]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav085_user.wav
Ball_Bounce_On_Ground.wav086_user.wav,211213,0.72837323,-0.99961555,[[350.25605442]],[[350.55600907]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav086_user.wav
Ball_Bounce_On_Ground.wav087_user.wav,211213,0.63107866,-0.694910705,[[355.57995465]],[[355.8799093]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav087_user.wav
Ball_Bounce_On_Ground.wav088_user.wav,211213,0.630700946,-0.824328005,[[360.85251701]],[[351.45718821 361.15247166]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav088_user.wav
Ball_Bounce_On_Ground.wav089_user.wav,211213,0.893608928,-0.974650025,[[366.25210884]],[[366.55206349]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav089_user.wav
Ball_Bounce_On_Ground.wav090_user.wav,211213,0.564456463,-0.813899457,[[376.74285714]],[[377.04281179]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav090_user.wav
Ball_Bounce_On_Ground.wav091_user.wav,211213,0.631129384,-0.866214573,[[381.88743764]],[[382.18739229]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav091_user.wav
Ball_Bounce_On_Ground.wav092_user.wav,211213,0.553815961,-0.772797942,[[387.28358277]],[[387.58353741]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav092_user.wav
Ball_Bounce_On_Ground.wav093_user.wav,211213,0.508553624,-0.857181847,[[392.75891156]],[[335.17265306 393.05886621]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav093_user.wav
Ball_Bounce_On_Ground.wav094_user.wav,211213,0.589085996,-0.790414691,[[394.12897959]],[[394.42893424]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav094_user.wav
Ball_Bounce_On_Ground.wav095_user.wav,211213,0.680983841,-1.012661338,[[398.56848073]],[[376.32557823 398.86843537]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav095_user.wav
Ball_Bounce_On_Ground.wav096_user.wav,211213,0.557348073,-0.709205747,[[399.95201814]],[[400.25197279]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav096_user.wav
Ball_Bounce_On_Ground.wav097_user.wav,211213,0.716362238,-0.999929428,[[404.0753288  411.62825397]],[[404.37528345]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav097_user.wav
Ball_Bounce_On_Ground.wav098_user.wav,211213,0.601874709,-0.968125224,[[409.54752834 419.08816327]],[[409.84748299]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav098_user.wav
Ball_Bounce_On_Ground.wav099_user.wav,211213,0.862557471,-1.031319976,[[415.17505669]],[[415.47501134]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav099_user.wav
Ball_Bounce_On_Ground.wav100_user.wav,211213,0.534232199,-0.703982413,[[416.53718821 521.47428571]],[[416.83714286]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav100_user.wav
Ball_Bounce_On_Ground.wav101_user.wav,211213,0.534808099,-0.69817704,[[407.96526077 420.75564626]],[[192.11891156 421.05560091 478.04235828]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav101_user.wav
Ball_Bounce_On_Ground.wav102_user.wav,211213,0.526793957,-0.5235039,[[421.86997732]],[[422.16993197]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav102_user.wav
Ball_Bounce_On_Ground.wav103_user.wav,211213,0.635383487,-0.695320368,[[422.87777778]],[[423.17773243]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav103_user.wav
Ball_Bounce_On_Ground.wav104_user.wav,211213,0.688808143,-0.719893754,[[427.50172336]],[[427.801678]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav104_user.wav
Ball_Bounce_On_Ground.wav105_user.wav,211213,0.518584251,-0.638626039,[[434.46117914]],[[434.76113379]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav105_user.wav
Ball_Bounce_On_Ground.wav106_user.wav,211213,0.681166649,-0.768706083,[[436.76022676]],[[437.06018141]],2,1,Ball Ground Hit,C:/Users/Ankit Kumar/Audio_Data/BallBounceOnGround/Ball_Bounce_On_Ground.wav106_user.wav
